순위,시장,종목코드,종목명,현재가,목표가,상승여력(%),전일종가,거래량,거래대금,상장주식수,시가총액(억원)
1,KOSPI,036420,콘텐트리중앙,4995.0,11200.0,124.22%,0.0,0.0,0.0,0.0,0.00
2,KOSPI,439260,대한조선,60600.0,133200.0,119.80%,0.0,73940.0,0.0,0.0,0.00
3,KOSPI,322000,HD현대에너지솔루션,140000.0,304500.0,117.50%,0.0,208221.0,0.0,0.0,0.00
4,KOSPI,077970,STX엔진,33750.0,72000.0,113.33%,0.0,286174.0,0.0,0.0,0.00
5,KOSPI,001430,세아베스틸지주,40950.0,87278.0,113.13%,0.0,300487.0,0.0,0.0,0.00
6,KOSPI,011930,신성이엔지,20200.0,43000.0,112.87%,0.0,382221.0,0.0,0.0,0.00
7,KOSPI,298020,효성티앤씨,293500.0,624000.0,112.61%,0.0,44193.0,0.0,0.0,0.00
8,KOSPI,249420,일동제약,18310.0,38000.0,107.54%,0.0,127439.0,0.0,0.0,0.00
9,KOSPI,377300,카카오페이,44000.0,91250.0,107.39%,0.0,267595.0,0.0,0.0,0.00
10,KOSPI,017370,우신시스템,4620.0,9500.0,105.63%,0.0,19844.0,0.0,0.0,0.00
11,KOSPI,005810,풍산홀딩스,36800.0,75250.0,104.48%,0.0,26879.0,0.0,0.0,0.00
12,KOSPI,103140,풍산,71000.0,141855.0,99.80%,0.0,113386.0,0.0,0.0,0.00
13,KOSPI,100840,SNT에너지,33050.0,66000.0,99.70%,0.0,190744.0,0.0,0.0,0.00
14,KOSPI,010780,아이에스동서,23500.0,46333.0,97.16%,0.0,73936.0,0.0,0.0,0.00
15,KOSPI,035150,백산,10150.0,20000.0,97.04%,0.0,20990.0,0.0,0.0,0.00
16,KOSPI,003030,세아제강지주,127100.0,250000.0,96.70%,0.0,21377.0,0.0,0.0,0.00
17,KOSPI,001680,대상,17540.0,34500.0,96.69%,0.0,132148.0,0.0,0.0,0.00
18,KOSPI,317400,자이에스앤디,3505.0,6800.0,94.01%,0.0,77205.0,0.0,0.0,0.00
19,KOSPI,066970,엘앤에프,128600.0,249318.0,93.87%,0.0,525285.0,0.0,0.0,0.00
20,KOSPI,033240,자화전자,32000.0,62000.0,93.75%,0.0,129084.0,0.0,0.0,0.00
21,KOSPI,071970,HD현대마린엔진,67400.0,130167.0,93.13%,0.0,230266.0,0.0,0.0,0.00
22,KOSPI,034830,한국토지신탁,1193.0,2300.0,92.79%,0.0,506891.0,0.0,0.0,0.00
23,KOSPI,002020,코오롱,52000.0,100000.0,92.31%,0.0,45293.0,0.0,0.0,0.00
24,KOSPI,000640,동아쏘시오홀딩스,79600.0,152500.0,91.58%,0.0,34230.0,0.0,0.0,0.00
25,KOSPI,075580,세진중공업,14630.0,28000.0,91.39%,0.0,178011.0,0.0,0.0,0.00
26,KOSPI,070960,모나용평,2410.0,4600.0,90.87%,0.0,107801.0,0.0,0.0,0.00
27,KOSPI,035720,카카오,37750.0,72053.0,90.87%,0.0,2414692.0,0.0,0.0,0.00
28,KOSPI,003570,SNT다이내믹스,40450.0,77000.0,90.36%,0.0,55784.0,0.0,0.0,0.00
29,KOSPI,017960,한국카본,30350.0,57667.0,90.01%,0.0,400114.0,0.0,0.0,0.00
30,KOSPI,112610,씨에스윈드,42450.0,79889.0,88.20%,0.0,644293.0,0.0,0.0,0.00
31,KOSPI,071320,지역난방공사,69500.0,130000.0,87.05%,0.0,16259.0,0.0,0.0,0.00
32,KOSPI,004090,한국석유,11230.0,21000.0,87.00%,0.0,371847.0,0.0,0.0,0.00
33,KOSPI,047050,포스코인터내셔널,55000.0,102250.0,85.91%,0.0,715574.0,0.0,0.0,0.00
34,KOSPI,194370,제이에스코퍼레이션,11560.0,21200.0,83.39%,0.0,99425.0,0.0,0.0,0.00
35,KOSPI,120110,코오롱인더,63600.0,116400.0,83.02%,0.0,242663.0,0.0,0.0,0.00
36,KOSPI,285130,SK케미칼,44050.0,80000.0,81.61%,0.0,75801.0,0.0,0.0,0.00
37,KOSPI,001120,LX인터내셔널,37150.0,67286.0,81.12%,0.0,164570.0,0.0,0.0,0.00
38,KOSPI,126720,수산인더스트리,22900.0,41000.0,79.04%,0.0,62310.0,0.0,0.0,0.00
39,KOSPI,001530,DI동일,22350.0,40000.0,78.97%,0.0,98889.0,0.0,0.0,0.00
40,KOSPI,053690,한미글로벌,18630.0,33333.0,78.92%,0.0,160213.0,0.0,0.0,0.00
41,KOSPI,170900,동아에스티,34200.0,61000.0,78.36%,0.0,30351.0,0.0,0.0,0.00
42,KOSPI,003220,대원제약,8540.0,15200.0,77.99%,0.0,132566.0,0.0,0.0,0.00
43,KOSPI,006360,GS건설,26550.0,47161.0,77.63%,0.0,1161216.0,0.0,0.0,0.00
44,KOSPI,004800,효성,188800.0,335000.0,77.44%,0.0,56029.0,0.0,0.0,0.00
45,KOSPI,097230,HJ중공업,22300.0,39500.0,77.13%,0.0,871420.0,0.0,0.0,0.00
46,KOSPI,499790,GS피앤엘,41400.0,73167.0,76.73%,0.0,185246.0,0.0,0.0,0.00
47,KOSPI,403550,쏘카,11360.0,20000.0,76.06%,0.0,47506.0,0.0,0.0,0.00
48,KOSPI,484870,엠앤씨솔루션,85300.0,150000.0,75.85%,0.0,24815.0,0.0,0.0,0.00
49,KOSPI,214420,토니모리,5140.0,9000.0,75.10%,0.0,180471.0,0.0,0.0,0.00
50,KOSPI,034120,SBS,12300.0,21500.0,74.80%,0.0,17742.0,0.0,0.0,0.00
51,KOSPI,005690,파미셀,13450.0,23500.0,74.72%,0.0,764767.0,0.0,0.0,0.00
52,KOSPI,014790,HL D&I,2615.0,4567.0,74.65%,0.0,60183.0,0.0,0.0,0.00
53,KOSPI,069620,대웅제약,119200.0,208000.0,74.50%,0.0,21816.0,0.0,0.0,0.00
54,KOSPI,017940,E1,83300.0,145000.0,74.07%,0.0,16161.0,0.0,0.0,0.00
55,KOSPI,122900,아이마켓코리아,7470.0,13000.0,74.03%,0.0,80025.0,0.0,0.0,0.00
56,KOSPI,058650,세아홀딩스,123000.0,214000.0,73.98%,0.0,8211.0,0.0,0.0,0.00
57,KOSPI,000100,유한양행,76100.0,131923.0,73.35%,0.0,394034.0,0.0,0.0,0.00
58,KOSPI,381970,케이카,8970.0,15500.0,72.80%,0.0,89388.0,0.0,0.0,0.00
59,KOSPI,020150,롯데에너지머티리얼즈,49200.0,84925.0,72.61%,0.0,495863.0,0.0,0.0,0.00
60,KOSPI,090460,비에이치,25050.0,43182.0,72.38%,0.0,571571.0,0.0,0.0,0.00
61,KOSPI,105840,우진,18570.0,32000.0,72.32%,0.0,229653.0,0.0,0.0,0.00
62,KOSPI,280360,롯데웰푸드,99000.0,170500.0,72.22%,0.0,27613.0,0.0,0.0,0.00
63,KOSPI,267250,HD현대,230500.0,395000.0,71.37%,0.0,405986.0,0.0,0.0,0.00
64,KOSPI,006650,대한유화,124700.0,213571.0,71.27%,0.0,29336.0,0.0,0.0,0.00
65,KOSPI,352820,하이브,223500.0,382750.0,71.25%,0.0,238373.0,0.0,0.0,0.00
66,KOSPI,267270,HD건설기계,136700.0,233667.0,70.93%,0.0,368069.0,0.0,0.0,0.00
67,KOSPI,073240,금호타이어,4705.0,8022.0,70.50%,0.0,454524.0,0.0,0.0,0.00
68,KOSPI,326030,SK바이오팜,87000.0,148333.0,70.50%,0.0,713903.0,0.0,0.0,0.00
69,KOSPI,336370,솔루스첨단소재,10950.0,18667.0,70.47%,0.0,234617.0,0.0,0.0,0.00
70,KOSPI,000120,CJ대한통운,80300.0,136833.0,70.40%,0.0,59099.0,0.0,0.0,0.00
71,KOSPI,018670,SK가스,215500.0,367000.0,70.30%,0.0,11446.0,0.0,0.0,0.00
72,KOSPI,111380,동인기연,12370.0,21000.0,69.77%,0.0,23191.0,0.0,0.0,0.00
73,KOSPI,000720,현대건설,128600.0,218238.0,69.70%,0.0,1054343.0,0.0,0.0,0.00
74,KOSPI,032350,롯데관광개발,16970.0,28769.0,69.53%,0.0,469313.0,0.0,0.0,0.00
75,KOSPI,003230,삼양식품,1103000.0,1865000.0,69.08%,0.0,67686.0,0.0,0.0,0.00
76,KOSPI,006280,녹십자,124700.0,210833.0,69.07%,0.0,60592.0,0.0,0.0,0.00
77,KOSPI,339770,교촌에프앤비,3940.0,6650.0,68.78%,0.0,154048.0,0.0,0.0,0.00
78,KOSPI,005090,SGC에너지,48400.0,81667.0,68.73%,0.0,116428.0,0.0,0.0,0.00
79,KOSPI,039130,하나투어,35500.0,59800.0,68.45%,0.0,66617.0,0.0,0.0,0.00
80,KOSPI,006040,동원산업,32700.0,55000.0,68.20%,0.0,98649.0,0.0,0.0,0.00
81,KOSPI,241590,화승엔터프라이즈,3315.0,5575.0,68.17%,0.0,141814.0,0.0,0.0,0.00
82,KOSPI,052690,한전기술,123700.0,208000.0,68.15%,0.0,422605.0,0.0,0.0,0.00
83,KOSPI,001230,동국홀딩스,1917.0,3215.0,67.71%,0.0,910654.0,0.0,0.0,0.00
84,KOSPI,016580,환인제약,10140.0,17000.0,67.65%,0.0,121379.0,0.0,0.0,0.00
85,KOSPI,012630,HDC,20600.0,34500.0,67.48%,0.0,93458.0,0.0,0.0,0.00
86,KOSPI,090430,아모레퍼시픽,104600.0,174882.0,67.19%,0.0,332210.0,0.0,0.0,0.00
87,KOSPI,375500,DL이앤씨,73900.0,122588.0,65.88%,0.0,723536.0,0.0,0.0,0.00
88,KOSPI,013580,계룡건설,19300.0,32000.0,65.80%,0.0,74283.0,0.0,0.0,0.00
89,KOSPI,000210,DL,49550.0,82000.0,65.49%,0.0,124562.0,0.0,0.0,0.00
90,KOSPI,460860,동국제강,9280.0,15300.0,64.87%,0.0,404776.0,0.0,0.0,0.00
91,KOSPI,014830,유니드,66600.0,109571.0,64.52%,0.0,25032.0,0.0,0.0,0.00
92,KOSPI,020000,한섬,21500.0,35333.0,64.34%,0.0,142413.0,0.0,0.0,0.00
93,KOSPI,251270,넷마블,40850.0,67000.0,64.01%,0.0,280966.0,0.0,0.0,0.00
94,KOSPI,096770,SK이노베이션,102400.0,167909.0,63.97%,0.0,574557.0,0.0,0.0,0.00
95,KOSPI,095570,AJ네트웍스,4175.0,6833.0,63.66%,0.0,217145.0,0.0,0.0,0.00
96,KOSPI,145720,덴티움,44350.0,72500.0,63.47%,0.0,21115.0,0.0,0.0,0.00
97,KOSPI,128940,한미약품,411000.0,671333.0,63.34%,0.0,112571.0,0.0,0.0,0.00
98,KOSPI,012450,한화에어로스페이스,1122000.0,1831667.0,63.25%,0.0,456658.0,0.0,0.0,0.01
99,KOSPI,272210,한화시스템,91100.0,148231.0,62.71%,0.0,1163314.0,0.0,0.0,0.00
100,KOSPI,011170,롯데케미칼,76700.0,124692.0,62.57%,0.0,147569.0,0.0,0.0,0.00
101,KOSPI,005490,POSCO홀딩스,356500.0,579235.0,62.48%,0.0,537087.0,0.0,0.0,0.00
102,KOSPI,489790,한화비전,67400.0,109333.0,62.22%,0.0,419463.0,0.0,0.0,0.00
103,KOSPI,039490,키움증권,346000.0,560824.0,62.09%,0.0,159065.0,0.0,0.0,0.00
104,KOSPI,009420,한올바이오파마,50800.0,82250.0,61.91%,0.0,371515.0,0.0,0.0,0.00
105,KOSPI,003160,디아이,27550.0,44500.0,61.52%,0.0,377828.0,0.0,0.0,0.00
106,KOSPI,010060,OCI홀딩스,256500.0,413750.0,61.31%,0.0,266854.0,0.0,0.0,0.00
107,KOSPI,027410,BGF,4030.0,6500.0,61.29%,0.0,197559.0,0.0,0.0,0.00
108,KOSPI,064960,SNT모티브,28800.0,46400.0,61.11%,0.0,73134.0,0.0,0.0,0.00
109,KOSPI,009180,한솔로지스틱스,2795.0,4500.0,61.00%,0.0,59640.0,0.0,0.0,0.00
110,KOSPI,069260,TKG휴켐스,16150.0,26000.0,60.99%,0.0,123245.0,0.0,0.0,0.00
111,KOSPI,383800,LX홀딩스,7770.0,12500.0,60.88%,0.0,255176.0,0.0,0.0,0.00
112,KOSPI,047040,대우건설,21250.0,34000.0,60.00%,0.0,9435242.0,0.0,0.0,0.00
113,KOSPI,004020,현대제철,32750.0,52350.0,59.85%,0.0,849740.0,0.0,0.0,0.00
114,KOSPI,185750,종근당,69900.0,111667.0,59.75%,0.0,51284.0,0.0,0.0,0.00
115,KOSPI,006800,미래에셋증권,48750.0,77750.0,59.49%,0.0,4037570.0,0.0,0.0,0.00
116,KOSPI,178920,PI첨단소재,21200.0,33750.0,59.20%,0.0,130163.0,0.0,0.0,0.00
117,KOSPI,100090,SK오션플랜트,16250.0,25857.0,59.12%,0.0,976886.0,0.0,0.0,0.00
118,KOSPI,005300,롯데칠성,101500.0,161364.0,58.98%,0.0,33344.0,0.0,0.0,0.00
119,KOSPI,084010,대한제강,8430.0,13400.0,58.96%,0.0,47407.0,0.0,0.0,0.00
120,KOSPI,009900,명신산업,8200.0,13000.0,58.54%,0.0,274769.0,0.0,0.0,0.00
121,KOSPI,259960,크래프톤,241500.0,382778.0,58.50%,0.0,243367.0,0.0,0.0,0.00
122,KOSPI,234080,JW생명과학,11360.0,18000.0,58.45%,0.0,60013.0,0.0,0.0,0.00
123,KOSPI,004000,롯데정밀화학,47500.0,75000.0,57.89%,0.0,94135.0,0.0,0.0,0.00
124,KOSPI,034230,파라다이스,14410.0,22667.0,57.30%,0.0,635837.0,0.0,0.0,0.00
125,KOSPI,097520,엠씨넥스,20600.0,32400.0,57.28%,0.0,73847.0,0.0,0.0,0.00
126,KOSPI,192820,코스맥스,159200.0,249611.0,56.79%,0.0,144579.0,0.0,0.0,0.00
127,KOSPI,017800,현대엘리베이터,76600.0,120000.0,56.66%,0.0,249881.0,0.0,0.0,0.00
128,KOSPI,003540,대신증권,29200.0,45667.0,56.39%,0.0,107533.0,0.0,0.0,0.00
129,KOSPI,017810,풀무원,9610.0,15000.0,56.09%,0.0,67681.0,0.0,0.0,0.00
130,KOSPI,293480,하나제약,8980.0,14000.0,55.90%,0.0,19140.0,0.0,0.0,0.00
131,KOSPI,082740,한화엔진,61000.0,94889.0,55.56%,0.0,1090036.0,0.0,0.0,0.00
132,KOSPI,007660,이수페타시스,115100.0,178750.0,55.30%,0.0,1031401.0,0.0,0.0,0.00
133,KOSPI,033270,유나이티드제약,17720.0,27500.0,55.19%,0.0,32410.0,0.0,0.0,0.00
134,KOSPI,111770,영원무역,78000.0,120556.0,54.56%,0.0,78987.0,0.0,0.0,0.00
135,KOSPI,011760,현대코퍼레이션,23950.0,37000.0,54.49%,0.0,50640.0,0.0,0.0,0.00
136,KOSPI,010130,고려아연,1192000.0,1841250.0,54.47%,0.0,45909.0,0.0,0.0,0.00
137,KOSPI,003850,보령,9090.0,14000.0,54.02%,0.0,192451.0,0.0,0.0,0.00
138,KOSPI,068270,셀트리온,170300.0,261776.0,53.71%,0.0,1160752.0,0.0,0.0,0.00
139,KOSPI,013890,지누스,9760.0,15000.0,53.69%,0.0,26480.0,0.0,0.0,0.00
140,KOSPI,248070,솔루엠,17990.0,27600.0,53.42%,0.0,183068.0,0.0,0.0,0.00
141,KOSPI,000880,한화,115200.0,176200.0,52.95%,0.0,428690.0,0.0,0.0,0.00
142,KOSPI,097950,CJ제일제당,193300.0,295455.0,52.85%,0.0,128495.0,0.0,0.0,0.00
143,KOSPI,034020,두산에너빌리티,97900.0,149563.0,52.77%,0.0,4391283.0,0.0,0.0,0.01
144,KOSPI,108670,LX하우시스,32100.0,49000.0,52.65%,0.0,56442.0,0.0,0.0,0.00
145,KOSPI,047810,한국항공우주,146500.0,223188.0,52.35%,0.0,610639.0,0.0,0.0,0.00
146,KOSPI,183190,아세아시멘트,9850.0,15000.0,52.28%,0.0,54059.0,0.0,0.0,0.00
147,KOSPI,282330,BGF리테일,114700.0,174214.0,51.89%,0.0,112808.0,0.0,0.0,0.00
148,KOSPI,139480,이마트,86400.0,131200.0,51.85%,0.0,164955.0,0.0,0.0,0.00
149,KOSPI,089860,롯데렌탈,29500.0,44778.0,51.79%,0.0,31297.0,0.0,0.0,0.00
150,KOSPI,105630,한세실업,8570.0,13000.0,51.69%,0.0,88067.0,0.0,0.0,0.00
151,KOSPI,207940,삼성바이오로직스,1374000.0,2083500.0,51.64%,0.0,99207.0,0.0,0.0,0.01
152,KOSPI,019680,대교,990.0,1500.0,51.52%,0.0,163781.0,0.0,0.0,0.00
153,KOSPI,213500,한솔제지,6770.0,10250.0,51.40%,0.0,69867.0,0.0,0.0,0.00
154,KOSPI,456040,OCI,99200.0,150000.0,51.21%,0.0,56193.0,0.0,0.0,0.00
155,KOSPI,294870,IPARK현대산업개발,20450.0,30917.0,51.18%,0.0,240514.0,0.0,0.0,0.00
156,KOSPI,015760,한국전력,37900.0,57267.0,51.10%,0.0,2822708.0,0.0,0.0,0.00
157,KOSPI,006400,삼성SDI,555000.0,838304.0,51.05%,0.0,964995.0,0.0,0.0,0.00
158,KOSPI,025540,한국단자,72900.0,110000.0,50.89%,0.0,20316.0,0.0,0.0,0.00
159,KOSPI,064350,현대로템,207000.0,311944.0,50.70%,0.0,611211.0,0.0,0.0,0.00
160,KOSPI,306200,세아제강,135000.0,203400.0,50.67%,0.0,11060.0,0.0,0.0,0.00
161,KOSPI,008770,호텔신라,55000.0,82750.0,50.45%,0.0,369379.0,0.0,0.0,0.00
162,KOSPI,005830,DB손해보험,144900.0,217938.0,50.41%,0.0,430645.0,0.0,0.0,0.00
163,KOSPI,021240,코웨이,87400.0,131250.0,50.17%,0.0,484791.0,0.0,0.0,0.00
164,KOSPI,009450,경동나비엔,66300.0,99500.0,50.08%,0.0,66763.0,0.0,0.0,0.00
165,KOSPI,071840,롯데하이마트,6600.0,9900.0,50.00%,0.0,35024.0,0.0,0.0,0.00
166,KOSPI,298050,HS효성첨단소재,188000.0,281667.0,49.82%,0.0,25069.0,0.0,0.0,0.00
167,KOSPI,000080,하이트진로,15490.0,23200.0,49.77%,0.0,189683.0,0.0,0.0,0.00
168,KOSPI,453340,현대그린푸드,16710.0,25000.0,49.61%,0.0,56899.0,0.0,0.0,0.00
169,KOSPI,071050,한국금융지주,231000.0,344625.0,49.19%,0.0,336670.0,0.0,0.0,0.00
170,KOSPI,000270,기아,154900.0,230000.0,48.48%,0.0,1605584.0,0.0,0.0,0.01
171,KOSPI,004370,농심,364000.0,540000.0,48.35%,0.0,42039.0,0.0,0.0,0.00
172,KOSPI,001250,GS글로벌,2900.0,4300.0,48.28%,0.0,1305409.0,0.0,0.0,0.00
173,KOSPI,006260,LS,410000.0,605556.0,47.70%,0.0,250904.0,0.0,0.0,0.00
174,KOSPI,079160,CJ CGV,4490.0,6600.0,46.99%,0.0,347951.0,0.0,0.0,0.00
175,KOSPI,005070,코스모신소재,43400.0,63667.0,46.70%,0.0,119641.0,0.0,0.0,0.00
176,KOSPI,103590,일진전기,84400.0,123750.0,46.62%,0.0,593166.0,0.0,0.0,0.00
177,KOSPI,086280,현대글로비스,222500.0,324353.0,45.78%,0.0,631803.0,0.0,0.0,0.00
178,KOSPI,001040,CJ,178200.0,259600.0,45.68%,0.0,118846.0,0.0,0.0,0.00
179,KOSPI,010140,삼성중공업,27550.0,40050.0,45.37%,0.0,6326331.0,0.0,0.0,0.00
180,KOSPI,443060,HD현대마린솔루션,225000.0,326667.0,45.19%,0.0,177185.0,0.0,0.0,0.00
181,KOSPI,000520,삼일제약,6910.0,10000.0,44.72%,0.0,127816.0,0.0,0.0,0.00
182,KOSPI,175330,JB금융지주,26100.0,37688.0,44.40%,0.0,1175883.0,0.0,0.0,0.00
183,KOSPI,005180,빙그레,65800.0,95000.0,44.38%,0.0,31545.0,0.0,0.0,0.00
184,KOSPI,111110,호전실업,6580.0,9500.0,44.38%,0.0,19537.0,0.0,0.0,0.00
185,KOSPI,030190,NICE평가정보,13880.0,20000.0,44.09%,0.0,93819.0,0.0,0.0,0.00
186,KOSPI,035420,NAVER,229500.0,329227.0,43.45%,0.0,2109401.0,0.0,0.0,0.00
187,KOSPI,081660,미스토홀딩스,40800.0,58444.0,43.25%,0.0,425144.0,0.0,0.0,0.00
